song_id,title,artist,year,decade,chart_position,source,lyrics,lyrics_clean
(
If Young Metro don't trust you, I'm gon' shoot you
)
I'm on that dope again, I'm in that flow again
Switch up the flow again, yeah, yeah (Switch it)
Flyer than a parachute, grippin' that pole again
I'm on that oil again, yeah, yeah
Candy in the cup, gotta get paid (What?)
King in the streets (Yeah), young nigga made
Sprayin' up the crowd (What?), takе it to the grave

Ain't havin' problems, I'm sippin' thе Barre
Shout out to Dallas, my bitch is a star
Nigga get rich, better take it to war (Yeah)
Piss on your casket, shoot at your broad
Do you somethin' nasty, roll you in a 'gar
Bitch get graphic, fuck me in a car
I get you a brand-new Rollie tomorrow
I put that brand-new Rollie on your arm
I ain't movin' slow, but I'm still on oil
Tennis bracelets and they came with the frost
Cuban links all the way up to your jaw (All the way up)
Step up the swag when I step on a broad

Two thousand half, ooh, that's the cheapest one
Stackin' these hundreds up like coupons
Told you from the begin, upper echelon
I get to stackin' up, I'm untouchable
I get to represent, money multiple
I'm at the top of the charts, unapproachable
Bread by the loaf, turbo the motor
Tic-tac-toe, kill another vulture
Sellin' the 'bows, bitch do yoga
I deserve awards, servin' these boulders
A hundred grand large when I shop, that's the total
Fill up the garage, bitch, I'm a mogul
Ain't no facadin', ain't no fugazi
I jump it off, I get paid
Drop-top Royce, I'm goin' crazy
I push off, smokin' on haze (Woah)
Not tryna floss, Cartier shades
Candy in the cup, gotta get paid (What?)
King of the streets (Yeah), young nigga made
Sprayin' up the crowd (What?), take it to the grave

Ain't havin' problems, I'm sippin' the Barre
Shout out to Dallas, my bitch is a star
Nigga get rich, better take it to war (Yeah)
Piss on your casket, shoot at your broad
Do you somethin' nasty, roll you in a 'gar
Bitch get graphic, fuck me in a car
I get you a brand-new Rollie tomorrow
I put that brand-new Rollie on your arm
I ain't movin' slow, but I'm still on oil
Tennis bracelets and they came with the frost
Cuban links all the way up to your jaw (All the way up)
Step up the swag when I step on a broad

[Intro: 
JAY-Z
]
Dark Knight feeling, die and be a hero
Or live long enough to see yourself become a villain

Soon as you up, these niggas wanna bring you down
The weight of the world sit on my shoulders, hold the crown
I ain't got a cape so I can't save you now
Niggas wanna hate (Yeah), would rather see you drown (Drown)
And the world keep spinnin' (Yeah)
Like I'm the only one in it (Am I the only one?) Why?
They don't wanna see you winnin' (No, no, no, no, yeah-yeah)
So who's really the villain? (Yeah, yeah, ooh)
Who's the villain? Who's the villain?

Live long enough to see yourself become a villain",tuh metro drankin dope turned superhero hit pill turned superhero super boominati turned superhero metro young metro trust shoot dope flow switch flow switch flyer parachute gripping pole oil candy cup get paid king streets young nigga made spraying crowd tak grave problems sipping barre shout dallas bitch star nigga get rich better take war piss casket shoot broad something nasty roll gar bitch get graphic fuck car get brandnew rollie tomorrow put brandnew rollie arm moving slow still oil tennis bracelets came frost cuban links way jaw way step swag step broad two thousand half cheapest one stacking hundreds like coupons told beging upper echelon get stacking untouchable get represent money multiple top charts unapproachable bread loaf turbo motor tictactoe kill another vulture selling bows bitch yoga deserve awards serving boulders hundred grand large shop total fill garage bitch mogul facadin fugazi jump get paid droptop royce going crazy push smoking haze woah floss cartier shades king streets young nigga made spraying crowd take grave problems sipping barre intro jayz dark knight feeling hero live long enough see become villain soon niggas bring weight world sit shoulders hold crown got cape save niggas hate would rather see drown drown world keep spinning like one one see winning yeahyeah really villain villain villain live long enough see become villain
S05027,Creepin,The Weeknd,2023,2020s,56,lrclib,"Oooh,
Just can't believe this man
(Metro Boomin want some more --)

Somebody said they saw you
The person you were kissing wasn't me
And I would never ask you, I just kept it to myself

I don't wanna know, if you're playing me
Keep it on the low
Cause my heart can't take it anymore
And if you creeping, please don't let it show
Oh baby, I don't wanna know

I think about it when I hold you
When looking in your eyes, I can't believe
And I don't need to know the truth
But baby keep it to yourself

I don't wanna know, if you're playing me
Keep it on the low
Cause my heart can't take it anymore
And if you creeping, please don't let it show
Oh baby, I don't wanna know

Did he touch you better than me? (touch you better than me?)
Did he watch you fall asleep (watch you fall asleep?)
Did you show him all those things that you used to do to me?
If you're better off that way (better off that way)
Baby all that I can say (all that I can say)
If you're gonna do your thing, then don't come back to me
Ooh

Woah, woah, woah
21
Had me crushing, I was cuffing like the precinct
How you go from housewife to a sneaky link
Got you ridin round in all types of benz's and rovers
Girl you used to ride in a rinky dink
I'm the one put you in Eliante (on God)
Fashion Nova model, I put you on the runway (on God)
You was rocking coach bags, got you chanaynay
Side --in frisco, I call her my bae bae (21)
I got a girl but I still feel alone
If you playing me that mean my home aint home
Having nightmares of going through your phone (21)
Can't even record you got me out my zone

I don't wanna know, if you're playing me
Keep it on the low
Cause my heart can't take it anymore
And if you creeping, please don't let it show
Oh baby
I don't wanna know, if you're playing me
Keep it on the low
Cause my heart can't take it anymore
And if you creeping, please don't let it show
Oh baby I don't wanna know

If you creeping just don't let me find out (on God)
Get a hotel never bring him to the house (on God)
If you're better off that way (better off that way)
Baby all that I can say (all that I can say)
If you're gonna do your thing, then don't come back to me",oooh believe man metro booming want somebody said saw person kissing would never ask kept know playing keep low cause heart take anymore creeping please let show baby know think hold looking eyes believe need know truth baby keep touch better touch better watch fall asleep watch fall asleep show things used better way better way baby say say thing come back woah woah woah crushing cuffing like precinct housewife sneaky link got riding round types benzs rovers girl used ride rinky dink one put eliante god fashion nova model put runway god rocking coach bags got chanaynay side frisco call bae bae got girl still feel alone playing mean home home nightmares going phone even record got zone baby baby know creeping let find god get hotel never bring house god
S05028,Say Yes to Heaven,Lana Del Rey,2023,2020s,57,lrclib,"If you dance I'll dance
And if you don't, I'll dance anyway
Give peace a chance
Let the fear you have fall away

I've got my eye on you
I've got my eye on you

Say yes to Heaven
Say yes to me
Say yes to Heaven
Say yes to me

If you go I'll stay
You come back, I'll be right here
Like a barge at sea
In the storm, I stay clear

'Cause I've got my mind on you
I've got my mind on you

Say yes to Heaven
Say yes to me
Say yes to Heaven
Say yes to me

If you dance I'll dance
I'll put my red dress on, get it on
And if you fight I'll fight
It doesn't matter, now it's all gone

I've got my mind on you
I got my mind on you

Say yes to Heaven
Say yes to me
Say yes to Heaven
Say yes to me

I've got my eye on you
I've got my eye on you
I've got my eye on you
I've got my eye on you",dance dance dance anyway give peace chance let fear fall away got eye say yes heaven say yes stay come back right like barge sea storm stay clear cause got mind got mind put red dress get fight fight matter gone got mind
S05029,FE!N,Travis Scott,2023,2020s,58,lrclib,"Just come outside, for the night (yeah)
Take your time, get your light (yeah)
Shawty giant, huh-uh
I been out geekin'
Bitch

Fien', fien', fien', fien'-fien' (yeah)
Fien', fien', fien', fien'-fien' (yeah)
Fien', fien', fien', fien'-fien'
Fien', fien' (yeah), fien', fien', fien'

The career's more at stake when you in your prime at stake)
Fuck that paper, baby, my face on the dotted line (dot, yeah)
I been flyin' out of town for some peace of mind (yeah, yeah, bitch)
It's like always they just want a piece of mine (ah)
I been focused on the future, never on right now (ah)
But I'm sippin', not kombucha, either pink or brown (it's lit)
I'm the one that introduced you to the you right now (mm, let's go)
Oh my God, that bitch bite (that bitch bite)
But alright (alright), tryna vibe (tryna vibe like this)
In the night, come alive
Ain't asleep, ain't a—, ain't a—, ain't-ain't-ain't—

Fien', fien', fien', fien'-fien'
Fien', fien', fien', fien'-fien'
Fien', fien', fien', fien'-fien'
Fien', fien', fien', fien'
Fien', fien', fien', fien'

Syrup, woah, what?
What?
(Homixide, Homixide, Homixide, Homixide) What?
(Yeah, woah, yeah, yeah)
(Homixide, Homixide, Homixide, Homixide, yeah)
(Yeah, hol' up, yeah)

Yeah, I just been poppin' my shit it's been gettin' live, hol' up (shit)
Yeah, you try to come 'round 'bout this shit, they poppin' ya tires, hol' up (shit)
Uh, hunnid round, woah, feel it, knock 'em on ten
Playin' both sides with these hoes (hol' up)
Shawty, I'm fuckin' yo' friends (hol' up)
I been goin' crazy, shawty, I been handlin' these bands
She not innocent, uh, shit, she tryna go—

Fien', fien' (yeah, talkin' 'bout), fien', fien'-fien' (syrup, oh-oh, what?)
Fien', fien', fien', fien'-fien' (syrup, oh-oh)
Fien', fien', fien', fien'-fien'-fien' (talkin' bout, talkin' 'bout, let's go)

I just been icin' my hoes
I just been drippin' my ho (drippin' my hoes)
This is a whole 'nother level, shorty (oh)
I got these hoes on they toes (hoes on they toes)
I put this bitch on the road
She tryna fuck on the O, hol' up, hol' up
I got this ho with me, she tryna show me sum', hol' up, hol' up
I got flows for days, these niggas ain't know nun', hol' up, hol' up
Me and my bro locked in, you know we on one, hol' up
We in the spot goin' crazy, until the sun up
You worried about that ho, that ho done chose us (slatt, bitch-ass)
Uh, pistols all in the kitchen, can't get it to cold, uh, hol' up, yeah (wow)
Fien', fien', fien' (Hol' up, hol' up, hol' up, hol' up, yeah)
Why the fuck these niggas actin' like they know us?
Double 0, Cactus, shit we towed up, this shit how we told 'em (skrrt, skrrt)
Switch out the bag, these niggas get rolled up (it's lit, hol' up, slatt)
Everything lit, hol' up, everything Homixide, Homixide (Homixide, Homixide, Homixide, Homixide)

Fien', fien', fien', fien'-fien'-fien'
(Homixide, Homixide, Homixide, Homixide, Homixide, Homixide, Homixide)",come outside night take time get light shawty giant huhuh geekin bitch fien fien fien fienfien fien fien fien fienfien fien fien fien fien fien careers stake prime stake fuck paper baby face dotted line dot flying town peace mind bitch like always want piece mine focused future never right sipping kombucha either pink brown lit one introduced right god bitch bite bitch bite alright alright vibe vibe like night come alive asleep aintaintaint fien fien fien fien syrup woah homixide homixide homixide homixide woah homixide homixide homixide homixide hol popping shit getting live hol shit try come round shit popping tires hol shit hunnid round woah feel knock ten playing sides hoes hol shawty fucking friends hol going crazy shawty handling bands innocent shit fien fien talking fien fienfien syrup fien fien fien fienfien syrup fien fien fien fienfienfien talking talking icing hoes dripping dripping hoes whole nother level shorty got hoes toes hoes toes put bitch road fuck hol hol got show sum hol hol got flows days niggas know nun hol hol bro locked know one hol spot going crazy sun worried done chose slatt bitchass pistols kitchen get cold hol wow fien fien fien hol hol hol hol fuck niggas acting like know double cactus shit towed shit told skrrt skrrt switch bag niggas get rolled lit hol slatt everything lit hol everything homixide homixide homixide homixide homixide homixide fien fien fien fienfienfien homixide homixide homixide homixide homixide homixide homixide
S05030,Slime You Out,Drake,2023,2020s,59,lrclib,"I don't know
I don't know what's wrong with you girls
I feel like y'all don't need love
You need somebody who could micromanage you
You know what I'm sayin'? Tell you right from wrong
Who's smart from who's a fool
Which utensil to use for which food, like
I got a schedule to attend to, though
I can't relate
(6ix)

You bitches really get carried away
Makin' mistakes, then you beg me to stay
Got me wiggin' on you like I'm Arrogant Tae
You got my mind in a terrible place
Whipped and chained you like American slaves
Act like you not used to Sheraton stays
I met the nigga you thought could replace
How were there even comparisons made?
Bitch, next time, I swear on my grandmother grave
I'm slimin' you for them kid choices you made

Slimin' you out, slimin' you out, slimin' you out

Ayy, this ain't the littest I could get on you bitches
Send wires on wires on wires like Idris
You lucky that I don't take back what was given
I could have you on payment plan 'til you're 150
And my slime right here, she got some bars for y'all niggas
So I'ma fall back and let SZA talk her shit for a minute

Slimin' you out, slimin' you out, slime

Damn, these niggas got me so twisted
How the fuck you so real, but play bitch on my line?
I can feel what you're spinnin'
Got too much pride to let no burnt nigga slime me out
Pull up, go write about
My night, got time, let's discuss all those lies about

Frontin' out here like you diggin' me out
And I ain't even cummin', I'm in and out
And you ain't 'bout the shit you rappin' about
And I can spin a hoe, I'm airin' it out
I'm goin' off like a sawed-off
You tell these hoes you ain't cuddlin'
But with me, you know you doin' all that shit
You tellin' these hoes you ain't trickin' off
But with me, you know I'm gon' get it all

How you niggas get so carried away?
Trippin' when that dick is barely third place
Fucked out of pity, it's cute that you lame
Dip 'cause it's mid, I can't fake like it's hangin'

Slimin' you out, I'm slimin' you out, I'm slimin' you out
Oh-whoa, whoa

Yeah
January, you pretend to see life clearly, yearly
February is the time that you put the evil eye and the pride aside
For the fantasy of gettin' married, very scary
March got you already second guessin' titles
April, spring is here and just like a spring, you start to spiral
May brings some warmer days, poolside, gettin' very tan
June have you movin' ice-cold, goin' back and forth with a married man
July, that's when I found out you lied

August, it was ""baby"" this, ""baby"" that like you had your tubes tied
September, we fallin' off, but I'm still the man you tryna win over
October is all about me 'cause your turn should've been over
November got you moodboardin' for next year and you're single
December the gift-givin' month and now you wanna rekindle our year

Tryna build trust, showin' me your DMs, how they tryna bag you
Ironic how the news I got about you ended up bein' bad news
Get a nigga hit for 50 racks, girl, the beef cost like it's wagyu
Get a nigga hit, I'll make his ass see the light like a half-moon
Shout to QC, pretty sure I made Pee M's like it's past noon
All I really know is W's and M's, life lookin' like a bathroom
All I really know is M bags like I drove through and ordered fast food
Sayin' that I'm too guarded with my feelings, who the fuck even asked you?

Seven bodyguards, just in case somebody really wanna try and crash through
Don't know why I listen to you when I hear you talkin' to me, it's some half-truths
If I don't pay your rent, it end up like an old hairstyle, girl, it's past due
If I don't-

Ah-ah-ah, that's as far as I got",know know wrong girls feel like need love need somebody could micromanage know saying tell right wrong smart fool utensil use food like got schedule attend though relate bitches really get carried away making mistakes beg stay got wigging like arrogant tae got mind terrible place whipped chained like american slaves act like used sheraton stays met nigga thought could replace even comparisons made bitch next time swear grandmother grave sliming kid choices made sliming sliming sliming littest could get bitches send wires wires wires like idris lucky take back given could payment plan slime right got bars niggas fall back let sza talk shit minute sliming sliming slime damn niggas got twisted fuck real play bitch line feel spinning got much pride let burnt nigga slime pull write night got time discuss lies fronting like digging even cummin shit rapping spin hoe airing going like sawedoff tell hoes cuddling know shit telling hoes tricking know get niggas get carried away tripping dick barely third place fucked pity cute lame dip cause mid fake like hanging sliming sliming sliming ohwhoa january pretend see life clearly yearly february time put evil eye pride aside fantasy getting married scary march got already second guessing titles april spring like spring start spiral may brings warmer days poolside getting tan june moving icecold going back forth married man july found lied august baby baby like tubes tied september falling still man win october cause turn shouldve november got moodboardin next year single december giftgivin month rekindle year build trust showing dms bag ironic news got ended bad news get nigga hit racks girl beef cost like wagyu get nigga hit make ass see light like halfmoon shout pretty sure made pee like past noon really know life looking like bathroom really know bags like drove ordered fast food saying guarded feelings fuck even asked seven bodyguards case somebody really try crash know listen hear talking halftruths pay rent end like old hairstyle girl past due far got
S05031,Bad Idea Right,Olivia Rodrigo,2023,2020s,60,lrclib,"Ah, hey

Haven't heard from you in a couple of months
But I'm out right now and I'm all fucked up
And you're callin' my phone, you're all alone
And I'm sensin' some undertone

And I'm right here with all my friends
You're sendin' me your new address
And I know we're done, I know we're through
But, God, when I look at you

My brain goes, ""ah""
Can't hear my thoughts (I cannot hear my thoughts)
Like blah-blah-blah (Blah, blah, blah, blah, blah, blah)
Should probably (I should probably, probably not)
(I should probably, probably not)

Seein' you tonight
It's a bad idea, right?
Seein' you tonight
It's a bad idea, right?

Seein' you tonight
It's a bad idea, right?
Seein' you tonight
Fuck it, it's fine

Yes, I know that he's my ex
But can't two people reconnect?
I only see him as a friend (the biggest lie I ever said)

Oh, yes, I know that he's my ex
But can't two people reconnect?
I only see him as a friend (I just tripped and fell into his bed)

Now I'm gettin' in the car, wreckin' all my plans
I know I should stop, but I can't
And I told my friends I was asleep
But I never said where, in his sheets

And I pull up to your place, on the second floor
And you're standin', smiling at the door
And I'm sure I've seen much hotter men
But I really can't remember when

My brain goes, ""ah""
Can't hear my thoughts (I cannot hear my thoughts)
Like blah-blah-blah (Blah, blah, blah, blah, blah, blah)
Should probably (I should probably, probably not)
(I should probably, probably not)

Seein' you tonight (ah)
It's a bad idea, right?
Seein' you tonight
It's a bad idea, right?

Seein' you tonight
It's a bad idea, right?
Seein' you tonight
Fuck it, it's fine

Yes, I know that he's my ex
But can't two people reconnect?
I only see him as a friend (the biggest lie I ever said)

Oh, yes, I know that he's my ex
But can't two people reconnect?
I only see him as a friend (I just tripped and fell into his bed)

Oh, yes, I know that he's my ex
Can't two people reconnect?

(The biggest lie I ever said)

(I just tripped and fell into his bed)

My brain goes, ""ah""
Can't hear my thoughts
(The biggest lie I ever said)

My brain goes, ""ah""
Can't hear my thoughts
(I just tripped and fell into his bed)

Thoughts, blah
Thoughts, blah",heard couple months right fucked calling phone alone sensing undertone right friends sending new address know done know god look brain goes hear thoughts cannot hear thoughts like blahblahblah blah blah blah blah blah blah probably probably probably probably probably seeing tonight bad idea right fuck fine yes know two people reconnect see friend biggest lie ever said yes know see friend tripped fell bed getting car wrecking plans know stop told friends asleep never said sheets pull place second floor standing smiling door sure seen much hotter men really remember seeing tonight two people reconnect biggest lie ever said tripped fell bed hear thoughts thoughts blah
S05032,Cupid,Fifty Fifty,2023,2020s,61,lrclib,"La, la, la, la-la-la
La, la-la-la, la, la-la-la

불 꺼진 romantic all my life
내 주위는 온통 lovely day
내 눈 속에 비친 arrow sign
Oh why, oh why, oh why, oh why?

I'm feeling lonely (lonely)
그만 힐끗대고 말해줘요, hold me (hold me)
다시 crying in my room
숨기고 싶어 (say what you say, but I want it more)
But still I want it more, more, more

I gave a second chance to Cupid
널 믿은 내가 정말 stupid (oh-oh-oh)
보여줄게 숨겨왔던 love, is it real?
Cupid is so dumb (oh, oh, oh)

또 꿈길을 걷는 every day (ah)
눈 뜨면 다시, 또 flew away (oh)
Waiting around is a waste (waste)
나 솔직히 지금이 편해
상상만큼 짜릿한 걸까? (Ah, ah)

Now I'm so lonely (lonely)
매일 꿈속에서 연습했죠, kiss me (kiss me)
다시 crying in my room
포기할까 봐 (say what you say, but I want it more)
But still I want it more, more, more

I gave a second chance to Cupid
널 믿은 내가 정말 stupid (oh-oh-oh)
보여줄게 숨겨왔던 love, is it real?
Cupid is so dumb (oh, oh, oh)

I'm so lonely, hold me tightly
짜릿한 걸 원해, who'll really love me truly?
내게 기다림은 없어, I can't wait
더는 믿지 않아, now I'm gonna make it mine

Love is a light, I'ma show my love is right
It's not a joke, so give it to me right now
No more chance to you
You know? Hey, du-du-du-dumb boy

꿈속에 매일 밤
Someone who will share this feeling
I'm a fool
A fool for love, a fool for love

I gave a second chance to Cupid
널 믿은 내가 정말 stupid (oh-oh-oh)
보여줄게 숨겨왔던 love, is it real?
Cupid is so dumb (oh, oh, oh)

I gave a second chance to Cupid (꿈속에 매일 밤 someone)
널 믿은 내가 정말 stupid (who will share this feeling)
다시 한번 못 들은 척 기회를 줄게 (a fool for love)
(A fool for love, ah) Cupid is so dumb",romantic life lovely day arrow sign feeling lonely lonely hold hold crying room say say want still want gave second chance cupid stupid love real cupid dumb every day flew away waiting around waste waste lonely lonely kiss kiss say say want lonely hold tightly wholl really love truly wait make mine love light show love right joke give right chance know dudududumb boy someone share feeling fool fool love fool love gave second chance cupid someone stupid share feeling fool love fool love cupid dumb
S05033,Is It Over Now,Taylor Swift,2023,2020s,62,lrclib,"Once the flight had flown (ah-ha)
With the wilt of the rose (ah-ha)
I slept all alone (ah-ha)
You still wouldn't go

Let's fast forward to 300 takeout coffees later
I see your profile and your smile on unsuspecting waiters
You dream of my mouth before it called you a lying traitor
You search in every maiden's bed for something greater
Baby, was it over when she laid down on your couch?
Was it over when he unbuttoned my blouse?
""Come here,"" I whispered in your ear in your dream as you passed out
Baby, was it over then
And is it over now?

When you lost control (ah-ha)
Red blood, white snow (ah-ha)
Blue dress on a boat (ah-ha)
Your new girl is my clone

And did you think I didn't see you? There were flashing lights
At least I had the decency to keep my nights out of sight
Only rumors 'bout my hips and thighs, and my whispered sighs, oh Lord
I think about jumping
Off of very tall somethings
Just to see you come running
And say the one thing I've been wanting, but no

Let's fast forward to 300 awkward blind dates later
If she's got blue eyes, I will surmise that you'll probably date her
You dream of my mouth before it called you a lying traitor
You search in every model's bed for something greater, baby
Was it over when she laid down on your couch?
Was it over when he unbuttoned my blouse?
""Come here,"" I whispered in your ear in your dream as you passed out
Baby, was it over then
And is it over now?

Oh, oh
Oh, oh
Think I didn't see you? There were flashing lights
At least I had the decency to keep my nights out of sight
Only rumors 'bout my hips and thighs, and my whispered sighs, oh Lord
I think about jumping
Off of very tall somethings
Just to see you come running (running)
And say the one thing I've been wanting, but no

(Flashing lights, oh oh)

Let's fast forward to 300 takeout coffees later
I was hoping you'd be there
And say the one thing I've been wanting, but no",flight flown ahha wilt rose ahha slept alone ahha still fast forward takeout coffees later see profile smile unsuspecting waiters dream mouth called lying traitor search every maidens bed something greater baby laid couch unbuttoned blouse come whispered ear dream passed baby lost control ahha red blood white snow ahha blue dress boat ahha new girl clone think see flashing lights least decency keep nights sight rumors hips thighs whispered sighs lord think jumping tall somethings see come running say one thing wanting fast forward awkward blind dates later got blue eyes surmise probably date search every models bed something greater baby laid couch think see flashing lights see come running running flashing lights hoping
S05034,Low,SZA,2023,2020s,63,lrclib,"(Tell 'em to shoot)
(I'm out the loop, I'm out of range)
(Oh, I stay out the way)
Got another side of me, I like to get it poppin'
But these bitches in my business got me outchea choosin' violence
If you see me out in public, you don't know me, keep it silent
In the bedroom, I be screamin', but outside, I keep it quiet
Keep it on the lowski, on the lowest of the lowest
Wanna see if you can keep it like nobody know shit
I need you to get the fuck out my space (yeah)
Replacement's on the way, please don't play
That pussy's feelin' like a great escape (oh-oh)
I need a new trick, old dogs don't change
I'm fuckin', I ain't makin' love no more (pussy)
You got a new bitch, what the fuck you cryin' for?
I'm movin' selfish, callin' all my favorite hoes
You know how to reach me every time that it plays in your mind
With a rush that feels like, we're commitin' a crime
Know where you belong, I'm gon' save you a spot
You can't be outside, 'cause the block is too hot
And I'm all on your mind
Wherever you are, don't call me (let's go)
Got another side of me, I like to get it poppin' (alright)
But these bitches in my business got me outchea choosin' violence (yeah, yeah)
If you see me out in public, you don't know me, keep it silent (oh, yeah)
In the bedroom, I be screamin', but outside, I keep it quiet (ooh)
Keep it on the lowski, on the lowest of the lowest
Wanna see if you can keep it like nobody know shit (let's go)
Keep it on the lowski, on the lowest of the lowest
Wanna see if you can keep it like nobody know shit
I need total confidential, privacy (yeah)
Don't want no one thinkin' I'm a groupie (it's lit)
Time zones changed, now we on the first class jet (straight up)
Don't work my nerves, you know I get moody
We fuckin', we ain't makin' love no more
You talk that talk, but it don't match up with your stroke
Wherever you are, whatever you need
Don't call me, don't worry 'bout me
Got another side of me, I like to get it poppin'
But these bitches in my business got me outchea choosin' violence (alright)
If you see me out in public, you don't know me, keep it silent
In the bedroom, I be screamin', but outside, I keep it quiet
Keep it on the lowski, on the lowest of the lowest
Wanna see if you can keep it like nobody know shit
Keep it on the lowski, on the lowest of the lowest
Wanna see if you can keep it like nobody know shit (let's go)
Fuck you, real shit
I wasn't even on, ""Fuck you""
But you tryna make me look stupid
I'll slap the dog shit out you, stop playin' with me",tell shoot loop range stay way got another side like get popping bitches business got outchea choosing violence see public know keep silent bedroom screaming outside keep quiet keep lowski lowest lowest see keep like nobody know shit need get fuck space replacements way please play pussys feeling like great escape need new trick old dogs change fucking making love pussy got new bitch fuck crying moving selfish calling favorite hoes know reach every time plays mind rush feels like commiting crime know belong save spot outside cause block hot mind wherever call got another side like get popping alright bitches business got outchea choosing violence see public know keep silent bedroom screaming outside keep quiet see keep like nobody know shit need total confidential privacy want one thinking groupie lit time zones changed first class jet straight work nerves know get moody fucking making love talk talk match stroke wherever whatever need call worry bitches business got outchea choosing violence alright fuck real shit even fuck make look stupid slap dog shit stop playing
S05035,Redrum,21 Savage,2023,2020s,64,lrclib,"Cai a noite sobre o (nosso amor)
E agora só restou do amor
Uma palavra
Adeus (adeus, adeus, adeus) ah
Woah, woah, woah
Want it all, I won't leave a breadcrumb
Bitch, what? I thought a nigga said sum'
Thought a nigga said sum'
G Block, all we know is redrum
Redrum, redrum, redrum, redrum
G Block, all we know is redrum
Redrum, redrum, redrum, redrum
Nigga, all we know is (redrum)
Ridin' in the back, it's a May' (it's a May')
Thirty-two shots in the K (in the K)
Marathon, I really run the A (run the A)
Say you touched me, how Sway? (How Sway?)
Graveyard, that's where the opps stay (opps stay)
Hypnotize, they do what I say (what I say)
21, niggas don't play (don't play)
My Glock Gen5 said hey (said hey)
Take my chopper everywhere, that's bae (that's bae)
Get yo' ass out the car, you givin' Tre (givin' Tre)
We been spinnin' through they hood all day (all day)
Niggas say they outside, okay, okay
I can't let a bitch play me, no way (no way)
You a duck if you believe what ho say (what ho say)
She got way more bodies than my old K (old K)
My lil' brother beat his body, OJ (OJ)
Niggas talkin' 'bout they lit, I'm La Flame (pussy)
That lil' boy a mascot, he ain't gang (pussy)
Watch a half a million dollars and it's plain (pussy)
I don't go through TSA to get on planes (pussy)
You get pussy without head, then you lame (pussy)
She knew I was leavin' 'fore I even came (pussy)
Two revolvers on my waist, John Wayne (pussy)
Smack niggas, then I get on live and sing (yeah)
Want it all, I won't leave a breadcrumb
Bitch, what? I thought a nigga said sum'
Thought a nigga said sum'
G Block, all we know is redrum
Redrum, redrum, redrum, redrum
G Block, all we know is redrum
Redrum, redrum, redrum, redrum
Nigga, all we know is (redrum)
How many niggas got the belt? (A lot)
Catch 'em at the light, he get nailed (bow)
9-1-1, somebody help
Sub-tweeting bad for your health, pussy
I'm a gangster, I ain't takin' shit back, pussy
I'll never do no song with no rat, pussy
Put a Lego in a stick, it rat-a-tat, pussy
I don't wanna talk, go and catch a hat, pussy
Big Draco come up out that Scat, pussy
He stood on business, now he layin' on his back, pussy
Ask around, I be rappin' nothin' but facts, pussy
We the reason all these niggas runnin' track, pussy (on God)
You ain't never stepped, you can't tell me a thing (21)
I got big cojones and I'm lettin' 'em hang (21)
Keep my mouth closed and that's never gon' change (21)
You get in a jam and go to pointin' and blame (21, 21)
I ain't let it slide, I was sharpenin' aim
Smokin' on my brothers got his ass left slain
You know it's smoke 'cause they ain't even take off his chain
Say it's up with me, your ass must do cocaine (21, 21)
Want it all, I won't leave a breadcrumb
Bitch, what? I thought a nigga said sum'
Thought a nigga said sum'
G Block, all we know is redrum
Redrum, redrum, redrum, redrum
G Block, all we know is redrum
Redrum, redrum, redrum, redrum
Nigga, all we know is (redrum)
Little pigs
Little pigs, let me come in
Not by the hair on your chinny-chin-chin?
Then I'll huff, and I'll puff, and I'll blow your house down
Here's Johnny
",cai noite sobre nosso agora restou uma palavra adeus adeus adeus adeus woah woah woah want leave breadcrumb bitch thought nigga said sum thought nigga said sum block know redrum redrum redrum redrum redrum nigga know redrum riding back may may thirtytwo shots marathon really run run say touched sway sway graveyard opps stay opps stay hypnotize say say niggas play play glock gen said said take chopper everywhere bae bae get ass car giving tre giving tre spinning hood day day niggas say outside okay okay let bitch play way way duck believe say say got way bodies old old lil brother beat body niggas talking lit flame pussy lil boy mascot gang pussy watch half million dollars plain pussy tsa get planes pussy get pussy without head lame pussy knew leaving fore even came pussy two revolvers waist john wayne pussy smack niggas get live sing many niggas got belt lot catch light get nailed bow somebody help subtweeting bad health pussy gangster taking shit back pussy never song rat pussy put lego stick ratatat pussy talk catch hat pussy big draco come scat pussy stood business laying back pussy ask around rapping nothing facts pussy reason niggas running track pussy god never stepped tell thing got big cojones letting hang keep mouth closed never change get jam pointing blame let slide sharpening aim smoking brothers got ass left slain know smoke cause even take chain say ass must cocaine little pigs little pigs let come hair chinnychinchin huff puff blow house johnny
S05036,Sped Up,Sped Up Nightcore,2023,2020s,65,genius_api,"Ayo, let me put some gas in this motherfuckin' year, bitch
I ain't really talked my shit in a minute
Like who the fuck these bitches really think they talkin' to?
Like, bitch, is you fuckin' dumb?

Classy and a cunt (And a cunt)
Blocks and money gettin' spunt (Gettin' spunt)
Like (Like), like what? (Like what?)
Like a Coach bag, baby, this ain't what you want (Nah)
If I ask for it, all I wanna hear is, ""Yes"" (Yes)
Bitch said she wanna be my opp, God bless (God bless)
Look, I ain't even got dressed
Any L that I took, come after YS
Oh, man (Oh, man)

Baby, here we go again (Here we go again)
Pussy real fat, probably got a double chin
